Column1,Column2,Column3
橘子苏拉,女,"刚才去看了现场演出，深圳光明站，棒极了。没有电影版的特效，水漫金山的处理也棒极了，小姐姐们的蓝袖子模拟水浪很美。
这个剧特吸引我的也许有三处，
一是唱腔美
二是词美扮相好
三是人物性格塑造合乎各自的角色定位，不过延展，各人演出各人的真相。
白蛇的真，续写千年缘分
许仙的真，一见倾心之人非人类
小青的真，追随姐姐，保护姐姐，对人间情爱不关心
法海的真，维持天地之道，万物各行其道，各归其位。
人间事，妙就妙在，各行其道，各自无错，遇在一起却总会有不如意之处。
好。好。好。"
长眠于此梦,男,之前用钱买了现在要会员看会员过期没得看w[doge][原神_生气]
我真的不爱吃汉堡,男,@网友b 就是这个[歪嘴]
拒不遗忘,保密,好作品不会被埋没
孤灯月下觅知音,保密,这部电影，我看完预告后特别喜欢，刷了第一遍后非常激动的向我的朋友们推荐，他们还吐槽我老了，但他们无聊去看一遍后…“有如滔滔浇水，一发不可收拾…”这就是中国人刻在基因里的东西，传统文化永远是你的归宿！
猴尔康,男,再看一遍
男友费玉清,保密,感觉是艺术品
痞小道,保密,真的特别好看！
你説旳算,保密,#白蛇传·情#好厉害，可惜电视上搜不到，我妈最喜欢看和听这种类型的电影和剧了[打call]
神十方,男,期待出第二部，许仕林救母
我咋又饿了qwq,女,后悔没早点看
专业平面设计师,保密,美如画就是这个意思吧
小吉瓶,保密,怎样能免费看？
Kenerry,保密,字幕太小了，不考虑观众感受吗？另外，影院的英文翻译水平不错
管叫她了却相思结鸾俦,男,粤剧一直传承下去了，不负江誉镠先生[大哭]
阔源,保密,将戏曲，水墨画，传统，电影，科幻完美结合[点赞][点赞][点赞]
阔源,保密,很不错！[星星眼][星星眼][星星眼][星星眼]
散落流光丶,男,强烈建议关弹幕食用[妙啊]
灰原哀1985,保密,画面和曲调是真的美，但很遗憾，身为北方人实在听不懂粤语[大哭][大哭][大哭]
糖豆子罐儿,女,现在不用花钱了吗？我记得之前要钱来着？
雨巷里的猫か,保密,戏曲艺术不一定非要守着剧场这一亩三分地，拥抱数字化技术是个好的选择。
倭字也算敏感么,保密,西方艺术真是赤裸
大聪明啊啊,保密,极致享受，多谢款待！
南城小猪,男,过来支持一下
北山越,保密,曾院这眼波流转，眉目传情，把我一个大男人都看娇羞了
天玉风青,男,错的是白素贞不够强[doge]
天王寺璃奈的勾,保密,@玊拾
xin-sky,保密,我靠 震撼！
白龙结驷,男,鼓掌！好！！精彩！！！（喝彩三连）[热词系列_三连][给心心]
mardock,男,一直在想为啥国内没有类似理发师陶德那种歌剧电影~  这不就有了嘛！！~~
镜子恋光,保密,希望今年影院可以重新上印，很好看！好的传承，好的电影，应该让更多人看到
李洛李洛洛,男,端午啦快撒雄黄！！！
史矛革的亲人,保密,非常美
奶你不如奶狗,保密,太牛了我去
键盘没有A,男,电影很好，就是字幕太小了
Triton0309,保密,#白蛇传·情#我想看这个有没有办法帮助我弄到会员？南无大慈大悲观世音菩萨[粽子]
阿金在等人,女,真的非常震撼[支持]
梦鱼limerance,女,这片儿总体上我打7.5分，制作编排什么的总觉得还能更好，特效打戏还是缺点精，但是将戏曲和电影结合非常好，看到宣传就心心念念要支持了，今天终于有缘看了，希望日后还能有更多好作品，加油
大孔成象,男,期待新作品[打call][打call][打call][打call][打call]
朝露半斜阳,保密,颠覆了对传统戏曲的印象，这种方式挺好的，唱段结合现代特效，戏曲电影化应该是今后的趋势，受众也更广
瘟蹂丧良,保密,好！鼓掌声音！啪！啪！啪！啪！
P-F,男,人美、歌美、景美、意美。
烟阙-_-,男,真的非常不错！
好嗨哟喵,保密,[热词系列_优雅]
一不小心偷走你的心,男,棒
霜の日に座る,男,第一次接触粤剧这种形式的表演，特别还是以电影这种方式，感觉还不错，这电影里还是比较喜欢小青的，比起其他白蛇系列的影视作品里的小青，这电影里的小青是最特别的
你在想屁吃惹,女,我想起天地争霸美猴王里面说，仙佛凡人皆无情[doge][doge]
卡的暴击怪,男,国产神作，细节，怀旧，古风美
石日天最爱吃兽奶,男,后台播放别有一番风味大家可以试下
不乡,保密,我要二刷，一刷影院二刷线上！
戏迷甲,保密,法海犯了教条主义错误，人妖不可恋谁定的？你情我愿的，修行千年可得内丹，只为保许仙无虞，伤了谁？人家来报恩不是遵循天道？佛家讲一切随缘，人家千年的缘，否则也不会一条蛇生出来的却是人，到底是谁最先有违天道在先？许仙不是妖孽，一介凡人竟也失去了反悔的自由。既然把这两条蛇当畜生，那就应该循循善诱，而苦苦相逼两个畜生的结果可想而知，而这秃驴站在道德的制高点上，不用为这场浩劫付一点责任，全推给了这两条蛇。
拒不遗忘,保密,这种作品为什么不是10.0
最爱向日葵与牡丹,保密,我挺喜欢这一版的，但是不是有点短，总感觉好像缺点什么？
星夜半暮,男,[打call][打call][打call]
角落里的火火yu,保密,真的好喜欢啊[喜欢][喜欢][喜欢]
这个人每有名字,男,三刷了，真的是好看好听
电影艺术ART,保密,曾小敏 1977年出生 雷峰塔始建于北宋太平兴国二年（977年） 1000年  ，缘分吗？~！！！！！！！
米青礻申病院院长,男,好看
你是我の小苹果,保密,太棒了，无言以表
朴栖含的大背头,女,电影院看了两遍，b站看了都不下五次了，我真的能看到老[打call][打call][打call]
魈魈不知道哦喔,保密,让我付钱让我付钱鸭
ok啦ok喎,保密,一年后重映了！！我今天去看了！真不错！为粤剧出一份钱！！[给心心][给心心]
又捡了只猫,保密,疫情之前我那边年例都会请戏班过来唱上三天，小时候跟爷爷去别人家吃年例，路过，看到人在唱戏想去看，到亲戚家了没人理我就自己一个人屁颠屁颠的跑过去了，最后想上厕所憋不住了才跑回去，差点就找不到路了，没有一个人发现我不见了，这事吃完年例回家我还跟我妈说了，所以家里有孩子的去不熟悉的地方一定要看好孩子
傲娇的邻家小妞,女,希望有更多经典作品用这种形式演绎，弘扬中华民族优秀作品和技艺，辛苦老师了
我太难了兮兮,保密,看不懂 但是画面太美没舍得换台
口口YO,保密,"灵山奉莲前世缘，
蓬山万重今生恨。
愿守塔中又千年，
再向西湖高处寻。"
龚图图图,男,太好哭了
谢怜手上的小银蝶,女,这部电影勾起了我儿时的回忆，我现在都还记得小时候和大人一起去看粤剧的快乐
零雪风,保密,一年了 [我的音乐你听吗_共悲喜]
叶苇船,女,上周又去影院看了一遍。不过我这太偏了，最近的影院要四五十公里
tianshudan,男,哎呀，没会员[吐]
Derek李,男,太好了吧！！[大哭][大哭][大哭]我爱看
请叫我去看书X2030636,保密,这个结局应该说是哀而不伤
的确比你大,保密,这 这就没了…
曾院的粉丝,女,美和唱腔和画质加上曾院那个哭，都给我看哭了[大哭][大哭]
曾院的粉丝,女,给我看哭了
Loveforever922,女,许仙不过一介凡人，有爱有情也会有怕有惊，最后许仙在塔前等待终生真的太令人感动了。。第一次为了爱情感动得落下泪来，白蛇传情永远滴神
imJuni,保密,昨天去剧院看了，真的好棒，前面的阿姨都看哭了。打戏比电影里更精彩！
怎么办我只会吃饭,保密,现在体会到为什么古人爱听戏曲了，真的好听啊，戏曲演员演的也好，感人
zhaoxinzxzx,保密,感觉就是一般感觉而已。
啊蛋蛋蛋,保密,刚在广州大剧院看完现场，太震撼了，好睇到想爆粗啊！！！！
哎呦23333,保密,好看
Vikeyya,女,刚在大剧院看完，再来刷一遍电影[呲牙]
伊兹233,男,这片子可惜了，有很多困难，但我只讲一个，资本裹挟下，劣币驱逐良币
wdlsspz,保密,太好听了，太美了，陶醉了
宁好思,保密,原来是粤语，我说我怎么听着这么像我们那边方言[笑哭]
梅歌的号,保密,好看好看，第一次听粤剧，惊艳了[打call][打call][打call][打call][打call][打call]
-Gideon-,保密,满池霜色尽枯荷
在下Rose味,女,我本一介凡人  哪见过这场面啊[大哭][给心心][给心心]
倭字也算敏感么,保密,好看
倭字也算敏感么,保密,心里真的很舒服  以前接受不了戏曲太传统了
我不会演I,保密,粤剧加电影有没有搞头
花慾燃,保密,不仅骗了我一杯奶茶钱，还骗了我两个币，演员的眼神，仪态，还有打戏，真的绝了。
青灯夜行,保密,这电影不去电影院看真的太可惜了，知道得太迟
青灯夜行,保密,我是广东人，小时候看过一点月韵风华，对粤剧没什么了解更谈不上热爱，本来点开只是随便看看，但开头唱的一小段粤剧竟然让我感动到落泪..也不知道为什么会被深深地感动到，感觉就像某段记忆刻入DNA里被这段曲子再次打开
咚呲哒呲233,保密,为什么时至今日我才知道此等好片
宰了那只咩咩,女,强烈建议把未了情音源放出来！！！！！！
只为妙趣,男,电影院里看的，非常不错的视听享受。多么希望当时是两个人一起看的电影。无奈单身一人看的。故事，画面，台词，特效都很棒！
30WXXX,保密,我认为应该多给许仙一点容忍，毕竟如果有一天你的老婆/老公跟你说他是蟑螂变的，然后在床上现个原形，一人大小的蟑螂……我想想就能吓过去，之前再爱，也会害怕的对吧。
-落日余晖-,男,美的很啊[星星眼][点赞][点赞]
吃虫子的橙,保密,"我要这币有何用,让那些拍电影的过来跟这些非专业人士学学,什么叫桥段,什么叫眼波流转,什么叫动作流畅,连特效都比不过,he ,tui"
掂過碌蔗我愛粤語,男,[打call][打call]无白开会员啊！继续续费。为粤语??打卡
欢泽升天啦,保密,其实，是不是我东莞这边的，粤语不一样，他我们不像里面那样说（里面就是ta粤语塔之类这些也是这样，而我们差不多是说tui粤语推降几个音这样吧，但是也知道这个音ta），还有伞我们这边也不是这样，反而是jie（粤语姐这样）这样的，而不是伞（san）这样
进击再进击的菜鸟,保密,还是我有眼光[妙啊][妙啊][妙啊]
木二郎的未婚妻,保密,考生就想上清华的数学系，你怎么能逼他去北大呢？人家就想上北大的考古系，你怎么能逼人去清华呢？[藏狐]法海啊，孩子不是这样教的呀！要关注孩子的兴趣！[热词系列_锤]
看了朩,保密,这个我太喜欢了
木二郎的未婚妻,保密,哇[热词系列_好耶]，哇好久没觉得眼睛看细节看不过来了[喜极而泣]。每位演员的表情我都想看清，太灵动了！[热词系列_吹爆]我太爱了！[热词系列_爱了爱了]
纳垢锅边喝过汤,保密,看完了，这版许仙挺好的啊，弹幕里打的都是什么拳法？甚至还有开上帝视角的骂许仙的，打拳打傻了吧[翻白眼][翻白眼][翻白眼]
花Q的音乐,男,我想问一下，我之前12块钱买了，但是没看完，现在怎么不能看了[哦呼]
牛么么潘,保密,喜欢鹿童和小青  女生应该有小青的态度 白素贞的戏腔唱的太好听了  太美了  动作戏和特效特别棒  这种新形的戏剧电影??比传统戏剧有了更多感染力 表达效果??
贪恋这首歌,男,知道剧情了还想看，总能有惊艳
